,,,,peso corporeo,,,,tasso metabolico basale,,
,peso_corporeo_g,tasso_metabolico_basale_W,,MIN,MAX,MEDIA,,MIN,MAX,MEDIA
253,69.4,0.469,,,,,,,,
254,137.9,0.677,,,,,,,,
255,40.2,0.428,,,,,,,,
256,30.3,0.281,,,,,,,,
257,80,1.071,,,,,,,,
258,50.2,0.503,,,,,,,,
259,62.3,0.546,,,,,,,,
260,110.8,0.692,,,,,,,,
261,98,0.82,,,,,,,,
262,40.2,0.414,,,,,,,,
263,28,0.355,,,,,,,,
264,20,0.346,,,,,,,,
265,53.1,0.412,,,,,,,,
266,44,0.38,,,,,,,,
267,43.8,0.447,,,,,,,,
268,28.6,0.377,,,,,,,,
269,28.8,0.262,,,,,,,,
270,35.1,0.465,,,,,,,,
271,46.7,0.441,,,,,,,,
272,33.7,0.563,,,,,,,,
273,38.9,0.419,,,,,,,,
274,25.5,0.326,,,,,,,,
275,65.65,0.714,,,,,,,,
276,17.8,0.276,,,,,,,,
277,52.2,0.504,,,,,,,,
278,68.5,0.55,,,,,,,,
279,18.3,0.341,,,,,,,,
280,24.6,0.32,,,,,,,,
281,27,0.32,,,,,,,,
282,28,0.43,,,,,,,,
283,26.4,0.522,,,,,,,,
284,258.1,1.209,,,,,,,,
285,183,0.75,,,,,,,,
286,205.1,0.941,,,,,,,,
287,187,0.824,,,,,,,,
288,110,0.485,,,,,,,,
289,19.5,0.151,,,,,,,,
290,28.2,0.285,,,,,,,,
291,1004.6,3.586,,,,,,,,
292,19.1,0.165,,,,,,,,
293,83.5,0.508,,,,,,,,
294,23.2,0.303,,,,,,,,
295,47.6,0.292,,,,,,,,
296,15.9,0.14,,,,,,,,
297,21.5,0.185,,,,,,,,
298,21.5,0.206,,,,,,,,
299,28.3,0.261,,,,,,,,
300,20,0.185,,,,,,,,
301,23.19,0.257,,,,,,,,
302,66.2,0.506,,,,,,,,
303,12,0.12,,,,,,,,
304,33.3,0.349,,,,,,,,
305,21.5,0.375,,,,,,,,
306,25.7,0.228,,,,,,,,
307,59,0.398,,,,,,,,
308,62.8,0.385,,,,,,,,
309,55,0.316,,,,,,,,
310,30.8,0.288,,,,,,,,
311,78.7,0.428,,,,,,,,
312,9,0.13,,,,,,,,
313,12,0.174,,,,,,,,
314,15.2,0.178,,,,,,,,
315,137.8,1.134,,,,,,,,
316,137.8,1.157,,,,,,,,
317,139.3,1.285,,,,,,,,
318,128.6,1.04,,,,,,,,
319,115.1,0.86,,,,,,,,
320,42,0.258,,,,,,,,
321,55.55,0.239,,,,,,,,
322,27.02,0.246,,,,,,,,
323,32.25,0.465,,,,,,,,
324,37.7,0.675,,,,,,,,
325,21.2,0.373,,,,,,,,
326,23.9,0.242,,,,,,,,
327,40.4,0.312,,,,,,,,
328,23.9,0.242,,,,,,,,
329,20.5,0.279,,,,,,,,
330,213.2,0.908,,,,,,,,
331,71.93,0.49,,,,,,,,
332,27.6,0.163,,,,,,,,
333,106.5,1.016,,,,,,,,
334,157.62,0.74,,,,,,,,
335,33.9,0.194,,,,,,,,
336,46.1,0.206,,,,,,,,
337,29.9,0.177,,,,,,,,
338,38.8,0.194,,,,,,,,
339,35.3,0.217,,,,,,,,
340,29.7,0.237,,,,,,,,
341,28.4,0.124,,,,,,,,
342,52.4,0.243,,,,,,,,
343,12.6,0.075,,,,,,,,
344,108.5,0.454,,,,,,,,
345,56.2,0.339,,,,,,,,
346,900,2.97,,,,,,,,
347,47.5,0.321,,,,,,,,
348,50.53,0.343,,,,,,,,
349,41.49,0.183,,,,,,,,
350,69,0.304,,,,,,,,
351,112,0.55,,,,,,,,
352,67,0.43,,,,,,,,
353,64.2,0.317,,,,,,,,
354,7.37,0.118,,,,,,,,
355,67.4,0.327,,,,,,,,
356,8.06,0.134,,,,,,,,
357,13.2,0.365,,,,,,,,
358,21.8,0.345,,,,,,,,
359,113.29,0.746,,,,,,,,
360,96,0.595,,,,,,,,
361,32.3,0.252,,,,,,,,
362,34.2,0.233,,,,,,,,
363,102,0.474,,,,,,,,
364,86.5,0.468,,,,,,,,
365,79.8,0.467,,,,,,,,
366,12.2,0.13,,,,,,,,
367,165.7,0.686,,,,,,,,
368,76,0.471,,,,,,,,
369,109,0.353,,,,,,,,
370,170,0.96,,,,,,,,
371,117,0.77,,,,,,,,
372,187,0.595,,,,,,,,
373,250.6,0.813,,,,,,,,
374,39.6,0.179,,,,,,,,
375,56.9,0.248,,,,,,,,
376,191,0.842,,,,,,,,
377,124.7,0.382,,,,,,,,
378,132.4,0.487,,,,,,,,
379,812,3.184,,,,,,,,
380,2300,4.427,,,,,,,,
381,406,1.201,,,,,,,,
382,620,1.695,,,,,,,,
383,79.5,0.299,,,,,,,,
384,94,0.388,,,,,,,,
385,138,0.439,,,,,,,,
386,60,0.317,,,,,,,,
387,75,0.377,,,,,,,,
388,267,0.894,,,,,,,,
389,195,0.645,,,,,,,,
390,88,0.42,,,,,,,,
391,32,0.114,,,,,,,,
392,11300,13.175,,,,,,,,
393,3280,5.123,,,,,,,,
394,11136,15.531,,,,,,,,
395,426,1.117,,,,,,,,
396,6784,10.597,,,,,,,,
397,629,1.93,,,,,,,,
398,1613,4.05,,,,,,,,
399,322,1.473,,,,,,,,
400,26385,36.798,,,,,,,,
401,801,2.011,,,,,,,,
402,255,0.98,,,,,,,,
403,3849,10.521,,,,,,,,
404,2687,8.694,,,,,,,,
405,914,2.804,,,,,,,,
406,9156,15.323,,,,,,,,
407,340,0.65,,,,,,,,
408,300,1.054,,,,,,,,
409,215,1.044,,,,,,,,
410,214,0.591,,,,,,,,
411,490,1.23,,,,,,,,
412,121,0.611,,,,,,,,
413,112,0.675,,,,,,,,
414,176.1,1.023,,,,,,,,
415,193,0.949,,,,,,,,
416,173.2,0.957,,,,,,,,
417,152,0.729,,,,,,,,
418,118.6,0.642,,,,,,,,
419,135,0.596,,,,,,,,
420,71.4,0.43,,,,,,,,
421,498,1.75,,,,,,,,
422,323,1.153,,,,,,,,
423,2630,3.375,,,,,,,,
424,2456,4.11,,,,,,,,
425,775,1.483,,,,,,,,
426,127.7,1.389,,,,,,,,
427,109,0.932,,,,,,,,
428,432,2.145,,,,,,,,
429,3000,9.205,,,,,,,,
430,1581,8.468,,,,,,,,
431,3004.4,6.036,,,,,,,,
432,2300,7.314,,,,,,,,
433,3025,11.815,,,,,,,,
434,2430,7.051,,,,,,,,
435,2000,6.36,,,,,,,,
436,672.4,2.443,,,,,,,,
437,450,0.828,,,,,,,,
438,721.2,2.816,,,,,,,,
439,822.7,1.937,,,,,,,,
440,750,1.883,,,,,,,,
441,400,0.848,,,,,,,,
442,57.8,0.335,,,,,,,,
443,450,0.606,,,,,,,,
444,20.5,0.336,,,,,,,,
445,10.2,0.188,,,,,,,,
446,10.2,0.125,,,,,,,,
447,33.2,0.248,,,,,,,,
448,10,0.145,,,,,,,,
449,11.7,0.166,,,,,,,,
450,11.8,0.138,,,,,,,,
451,38.9,0.326,,,,,,,,
452,17.3,0.173,,,,,,,,
453,10.4,0.128,,,,,,,,
454,6.5,0.105,,,,,,,,
455,14.7,0.123,,,,,,,,
456,6.2,0.107,,,,,,,,
457,13.1,0.373,,,,,,,,
458,17.1,0.305,,,,,,,,
459,4,0.074,,,,,,,,
460,7.9,0.269,,,,,,,,
461,8.05,0.336,,,,,,,,
462,3.5,0.176,,,,,,,,
463,9.1,0.29,,,,,,,,
464,4,0.172,,,,,,,,
465,9.7,0.292,,,,,,,,
466,5.2,0.157,,,,,,,,
467,2.4,0.08,,,,,,,,
468,30.2,0.332,,,,,,,,
469,49,0.615,,,,,,,,
470,11.8,0.259,,,,,,,,
471,48,0.378,,,,,,,,
472,61,0.425,,,,,,,,
473,61.2,0.358,,,,,,,,
474,130.1,0.607,,,,,,,,
475,37.4,0.265,,,,,,,,
476,241.4,0.971,,,,,,,,
477,73.7,0.415,,,,,,,,
478,404.3,2.052,,,,,,,,
479,179.5,0.795,,,,,,,,
480,51.6,0.268,,,,,,,,
481,15.9,0.103,,,,,,,,
482,12.4,0.121,,,,,,,,
483,53.3,0.242,,,,,,,,
484,30.9,0.152,,,,,,,,
485,40.4,0.36,,,,,,,,
486,13.6,0.114,,,,,,,,
487,23.6,0.137,,,,,,,,
488,562.2,1.622,,,,,,,,
489,520.8,1.618,,,,,,,,
490,598,1.768,,,,,,,,
491,194.2,0.705,,,,,,,,
492,254.5,0.753,,,,,,,,
493,362,1.353,,,,,,,,
494,1024.3,4.486,,,,,,,,
495,146,0.684,,,,,,,,
496,91.5,0.582,,,,,,,,
497,15.9,0.122,,,,,,,,
498,8.5,0.05,,,,,,,,
499,8.27,0.09,,,,,,,,
500,148,0.776,,,,,,,,
501,5,0.065,,,,,,,,
502,7.8,0.081,,,,,,,,
503,11.5,0.238,,,,,,,,
504,19.7,0.222,,,,,,,,
505,63.9,0.435,,,,,,,,
506,45.2,0.428,,,,,,,,
507,70.1,0.602,,,,,,,,
508,14.9,0.24,,,,,,,,
509,19.9,0.173,,,,,,,,
510,96.1,0.788,,,,,,,,
511,29.4,0.194,,,,,,,,
512,36.6,0.208,,,,,,,,
513,27.8,0.215,,,,,,,,
514,16.1,0.208,,,,,,,,
515,16.1,0.099,,,,,,,,
516,9.6,0.164,,,,,,,,
517,22,0.245,,,,,,,,
518,11.7,0.082,,,,,,,,
519,8.7,0.062,,,,,,,,
520,33.5,0.267,,,,,,,,
521,35.6,0.216,,,,,,,,
522,84.2,0.559,,,,,,,,
523,21.9,0.25,,,,,,,,
524,9.5,0.091,,,,,,,,
525,9.5,0.104,,,,,,,,
526,21.9,0.297,,,,,,,,
527,20.5,0.223,,,,,,,,
528,27.4,0.307,,,,,,,,
529,16.2,0.176,,,,,,,,
530,8.8,0.104,,,,,,,,
531,8.6,0.045,,,,,,,,
532,16.5,0.136,,,,,,,,
533,9.4,0.085,,,,,,,,
534,19.2,0.171,,,,,,,,
535,14,0.128,,,,,,,,
536,4.9,0.034,,,,,,,,
537,27,0.176,,,,,,,,
538,61,0.4,,,,,,,,
539,5.4,0.046,,,,,,,,
540,56,0.222,,,,,,,,
541,15.6,0.126,,,,,,,,
542,14,0.062,,,,,,,,
543,16.9,0.113,,,,,,,,
544,22,0.104,,,,,,,,
545,17.5,0.141,,,,,,,,
546,10.4,0.116,,,,,,,,
547,11.2,0.088,,,,,,,,
548,10.91,0.145,,,,,,,,
549,5.2,0.05,,,,,,,,
550,3.7,0.027,,,,,,,,
551,11.89,0.04,,,,,,,,
552,25,0.199,,,,,,,,
553,5,0.047,,,,,,,,
554,8,0.062,,,,,,,,
555,10.25,0.082,,,,,,,,
556,15910,6.923,,,,,,,,
557,4220,6.23,,,,,,,,
558,3637.5,3.727,,,,,,,,
559,1430,1.278,,,,,,,,
560,1365,1.54,,,,,,,,
561,37900,50.107,,,,,,,,
562,10500,17.439,,,,,,,,
563,3600,5.227,,,,,,,,
564,1012,1.44,,,,,,,,
565,9400,23.542,,,,,,,,
566,98000,94.58,,,,,,,,
567,50400,62.419,,,,,,,,
568,137900,133.859,,,,,,,,
569,37200,49.326,,,,,,,,
570,8400,9.69,,,,,,,,
571,14280,12.747,,,,,,,,
572,2010,3.085,,,,,,,,
573,1698,4.167,,,,,,,,
574,3160,7.665,,,,,,,,
575,2260,5.09,,,,,,,,
576,4270,4.814,,,,,,,,
577,540,2.287,,,,,,,,
578,611,2.248,,,,,,,,
579,850,1.729,,,,,,,,
580,34300,31.954,,,,,,,,
581,8100,12.239,,,,,,,,
582,10000,14.99,,,,,,,,
583,7720,21.533,,,,,,,,
584,5444,8.502,,,,,,,,
585,8750,33.01,,,,,,,,
586,3600,7.665,,,,,,,,
587,1769,4.78,,,,,,,,
588,1769,4.948,,,,,,,,
589,4440,13.623,,,,,,,,
590,1215,3.252,,,,,,,,
591,66957,47.064,,,,,,,,
592,54000,118.59,,,,,,,,
593,150000,168.93,,,,,,,,
594,27400,73.29,,,,,,,,
595,2950,6.811,,,,,,,,
596,18000,67.278,,,,,,,,
597,12700,31.765,,,,,,,,
598,10000,25.104,,,,,,,,
599,900,3.319,,,,,,,,
600,920,4,,,,,,,,
601,11050,16.647,,,,,,,,
602,75,0.93,,,,,,,,
603,225,1.344,,,,,,,,
604,660,2.722,,,,,,,,
605,9000,15.062,,,,,,,,
606,624,1.674,,,,,,,,
607,1280,3.537,,,,,,,,
608,3670,6.733,,,,,,,,
609,4000,5.346,,,,,,,,
610,2343,4.441,,,,,,,,
611,1160,2.588,,,,,,,,
612,5075,8.92,,,,,,,,
613,5740,4.898,,,,,,,,
614,177500,164.92,,,,,,,,
615,135000,104.15,,,,,,,,
616,20500,33.165,,,,,,,,
617,407000,224.779,,,,,,,,
618,115000,148.94,,,,,,,,
619,1618,4.865,,,,,,,,
620,325000,286.847,,,,,,,,
621,21500,46.347,,,,,,,,
622,67000,112.43,,,,,,,,
623,58588,142.863,,,,,,,,
624,85000,119.66,,,,,,,,
625,37800,51.981,,,,,,,,
626,347000,306.77,,,,,,,,
627,196500,230.073,,,,,,,,
628,100000,148.949,,,,,,,,
629,4290,11.966,,,,,,,,
630,32000,46.414,,,,,,,,
631,69125,106.663,,,,,,,,
632,4200,10.075,,,,,,,,
633,9600,20.619,,,,,,,,
634,150000,200.83,,,,,,,,
635,634,634,,,,,,,,
